episode,return,length,wall_time,sigma_mean,actor_loss,critic_loss,baseline,mean_value,mean_td_error
305,4.39,14,6.32,0.96655,-0.081168,4.231373,,2.861425,-0.140778
306,3.32,11,6.33,0.96658,-0.866745,2.069171,,2.490719,-0.264983
307,9.76,15,6.36,0.966691,2.787945,12.832717,,1.722876,0.24046
308,5.79,14,6.37,0.966781,-0.389914,1.708937,,2.95953,-0.037798
309,5.1,14,6.4,0.966843,-0.67684,2.252717,,2.609148,-0.080152
310,6.99,16,6.42,0.966897,0.153691,1.820514,,3.341084,0.038276
311,6.65,15,6.45,0.96694,-0.027025,2.929885,,3.077989,0.028708
312,5.41,14,6.47,0.966966,-0.504668,1.834478,,3.087843,-0.060167
313,6.17,13,6.48,0.966987,-0.073786,3.646076,,3.515678,-0.002751
314,4.63,13,6.51,0.966977,-1.036,1.34943,,3.054039,-0.114612
315,6.23,13,6.53,0.966953,-0.234153,2.600973,,2.97102,0.011031
316,4.67,14,6.55,0.966915,-0.767566,1.103575,,2.948636,-0.102511
317,4.93,13,6.57,0.966883,-0.286934,0.487651,,2.807045,-0.082043
318,5.21,14,6.59,0.966865,-0.024795,1.027274,,2.913465,-0.057848
319,4.15,14,6.6,0.966861,-0.279131,1.472061,,2.697203,-0.132114
320,5.29,14,6.61,0.966851,-0.360917,1.275591,,3.226134,-0.047651
321,7.5,15,6.65,0.966842,0.461692,2.612964,,2.938594,0.106894
322,6.63,15,6.68,0.966837,0.222411,1.044309,,3.384316,0.043314
323,4.75,13,6.69,0.966837,-0.260307,0.765336,,2.929465,-0.09037
324,5.74,15,6.71,0.966847,0.173293,4.501863,,2.85827,-0.010517
325,5.89,15,6.73,0.966869,0.276626,1.139404,,2.888893,-0.006592
326,8.56,12,6.77,0.966895,1.08224,0.798264,,3.380378,0.232572
327,7.56,15,6.8,0.966887,-0.33176,11.139958,,3.46351,0.102113
328,4.32,14,6.82,0.966898,-0.004034,1.662211,,2.585748,-0.107367
329,11.32,15,6.84,0.966915,1.562585,2.244305,,3.460251,0.355972
330,9.0,13,6.86,0.966934,1.028252,2.214055,,3.409597,0.241195
331,4.54,13,6.88,0.966953,-0.346374,0.54031,,2.912581,-0.095549
332,4.97,13,6.9,0.966971,-0.253161,0.733965,,3.036887,-0.065244
333,5.81,15,6.91,0.966995,0.164907,0.684888,,2.855954,-0.004062
334,6.4,15,6.94,0.967026,0.299234,1.534195,,2.907745,0.036298
335,5.57,14,6.95,0.96703,-0.532775,1.264493,,3.101152,-0.022046
336,8.69,17,6.98,0.967068,1.401936,10.100151,,2.897724,0.161406
337,5.24,15,7.01,0.967101,-0.175371,1.378708,,2.555044,-0.042028
338,4.12,13,7.02,0.967143,-0.291203,0.670109,,2.958973,-0.135942
339,5.72,15,7.04,0.96718,-0.103767,2.060153,,2.510825,-0.010285
340,6.78,14,7.07,0.967217,0.407771,1.7466,,3.040689,0.065374
341,6.04,15,7.11,0.967269,0.431141,1.151425,,3.046771,0.01109
342,5.46,15,7.14,0.967338,0.353634,0.718107,,2.695631,-0.028367
343,11.65,15,7.16,0.967403,1.578657,4.775666,,2.783391,0.379606
344,4.66,13,7.18,0.967456,-0.453231,0.904162,,2.721811,-0.09191
345,5.54,15,7.2,0.967497,-0.258507,1.344941,,2.846089,-0.02329
346,6.38,17,7.24,0.967472,-1.202926,11.856571,,2.610808,0.034742
347,4.93,14,7.27,0.967458,-0.08242,0.820087,,2.524688,-0.06279
348,10.23,14,7.3,0.967339,-0.916557,8.543988,,3.317276,0.317661
349,5.11,14,7.32,0.967129,-2.818988,7.157625,,2.562732,-0.051161
350,5.68,15,7.34,0.966939,-0.043953,1.339663,,2.439643,-0.010972
