episode,return,length,wall_time,sigma_mean,actor_loss,critic_loss,baseline,mean_value,mean_td_error
421,28.82,29,10.5,0.981173,2.448412,,13.774517,,
422,31.4,31,10.57,0.98102,-1.476568,,14.158917,,
423,26.74,28,10.63,0.980903,0.390974,,12.17819,,
424,31.0,31,10.69,0.980688,-2.206638,,14.067709,,
425,41.52,35,10.77,0.980304,-4.027103,,18.497046,,
426,36.32,33,10.83,0.979872,-1.919792,,17.132402,,
427,37.64,33,10.92,0.979478,-0.113749,,19.148382,,
428,26.47,27,10.98,0.979049,-1.725137,,12.143236,,
429,28.06,29,11.04,0.978682,0.4164,,12.954772,,
430,34.38,32,11.09,0.978439,1.770871,,15.824789,,
431,29.92,31,11.16,0.978122,-2.132143,,13.952768,,
432,27.2,29,11.21,0.977861,0.50525,,13.171069,,
433,25.52,27,11.29,0.977596,-0.717234,,11.252692,,
434,20.67,23,11.33,0.977373,0.405974,,10.311917,,
435,10.74,15,11.36,0.977193,0.428594,,5.587387,,
436,38.71,34,11.42,0.977041,0.143436,,18.325617,,
437,31.1,30,11.52,0.977098,4.305139,,14.247411,,
438,25.66,27,11.62,0.977431,6.565198,,11.90969,,
439,31.52,31,11.74,0.977777,1.072058,,14.55279,,
440,25.4,24,11.8,0.97825,3.880364,,12.930286,,
441,40.45,35,11.89,0.978648,-0.680058,,17.748089,,
442,35.45,32,11.98,0.978844,-3.774848,,16.303833,,
443,27.3,28,12.06,0.97899,-0.729847,,12.544168,,
444,21.7,25,12.13,0.979068,-1.241678,,11.026691,,
445,24.84,24,12.2,0.979084,-1.172769,,12.023749,,
446,19.39,21,12.27,0.979221,2.913152,,10.173563,,
447,30.96,30,12.34,0.979442,2.396499,,14.133443,,
